County,County Code,Year,Intent,Deaths,Population,State,Rate
"Fort Bend County, TX",48157,2010,Homicide,23,585375,TX,3.929105274
"Fort Bend County, TX",48157,2011,Homicide,14,606953,TX,2.306603641
"Fort Bend County, TX",48157,2012,Homicide,16,627293,TX,2.550642204
"Fort Bend County, TX",48157,2013,Homicide,23,652365,TX,3.525633656
"Fort Bend County, TX",48157,2014,Homicide,27,685345,TX,3.93962165
"Fort Bend County, TX",48157,2015,Homicide,22,716087,TX,3.072252394
"Fort Bend County, TX",48157,2016,Homicide,40,741237,TX,5.396384692
"Fort Bend County, TX",48157,2017,Homicide,23,764828,TX,3.007212079
"Fort Bend County, TX",48157,2018,Homicide,28,787858,TX,3.553939923
"Fort Bend County, TX",48157,2019,Homicide,30,811688,TX,3.696001419
"Etowah County, AL",1055,2010,Homicide,11,104430,AL,10.53337164
"Etowah County, AL",1055,2016,Homicide,12,102564,AL,11.7000117
"Vermilion County, IL",17183,2017,Homicide,10,77909,IL,12.83548756
"Vermilion County, IL",17183,2018,Homicide,16,76806,IL,20.83170586
"Washoe County, NV",32031,2009,Homicide,18,417722,NV,4.309085947
"Washoe County, NV",32031,2010,Homicide,23,421407,NV,5.457906489
"Washoe County, NV",32031,2011,Homicide,22,425710,NV,5.16783726
"Washoe County, NV",32031,2012,Homicide,15,429908,NV,3.489118602
"Washoe County, NV",32031,2013,Homicide,21,433731,NV,4.841710646
"Washoe County, NV",32031,2014,Homicide,23,440078,NV,5.226346239
"Washoe County, NV",32031,2015,Homicide,26,446903,NV,5.817817289
"Washoe County, NV",32031,2016,Homicide,17,453616,NV,3.747663222
"Washoe County, NV",32031,2017,Homicide,22,460587,NV,4.776513449
"Washoe County, NV",32031,2018,Homicide,17,465735,NV,3.650144395
"Washoe County, NV",32031,2019,Homicide,25,471519,NV,5.30201328
"Randolph County, NC",37151,2017,Homicide,10,143282,NC,6.979243729
"DeKalb County, GA",13089,2009,Homicide,76,690658,GA,11.00399908
"DeKalb County, GA",13089,2010,Homicide,87,691893,GA,12.57419861
"DeKalb County, GA",13089,2011,Homicide,82,699893,GA,11.7160766
"DeKalb County, GA",13089,2012,Homicide,83,707089,GA,11.73826774
"DeKalb County, GA",13089,2013,Homicide,71,713340,GA,9.953178008
"DeKalb County, GA",13089,2014,Homicide,81,722161,GA,11.21633542
"DeKalb County, GA",13089,2015,Homicide,91,734871,GA,12.38312575
"DeKalb County, GA",13089,2016,Homicide,98,740321,GA,13.23750103
"DeKalb County, GA",13089,2017,Homicide,93,753253,GA,12.34644933
"DeKalb County, GA",13089,2018,Homicide,93,756558,GA,12.29251426
"DeKalb County, GA",13089,2019,Homicide,126,759297,GA,16.59429709
"Saginaw County, MI",26145,2009,Homicide,16,200835,MI,7.966738865
"Saginaw County, MI",26145,2010,Homicide,10,200169,MI,4.995778567
"Saginaw County, MI",26145,2011,Homicide,15,199088,MI,7.534356666
"Saginaw County, MI",26145,2012,Homicide,35,198353,MI,17.64530912
"Saginaw County, MI",26145,2013,Homicide,29,196542,MI,14.75511595
"Saginaw County, MI",26145,2014,Homicide,19,195012,MI,9.742990175
"Saginaw County, MI",26145,2015,Homicide,10,193307,MI,5.173118408
"Saginaw County, MI",26145,2016,Homicide,20,192326,MI,10.39901001
"Saginaw County, MI",26145,2017,Homicide,21,191934,MI,10.94126106
"Saginaw County, MI",26145,2018,Homicide,21,190800,MI,11.00628931
"Saginaw County, MI",26145,2019,Homicide,19,190539,MI,9.971711828
"Bucks County, PA",42017,2011,Homicide,10,626854,PA,1.595267798
"Bucks County, PA",42017,2012,Homicide,11,627053,PA,1.75423768
"Bucks County, PA",42017,2013,Homicide,15,626976,PA,2.392436074
"Bucks County, PA",42017,2015,Homicide,12,627367,PA,1.91275601
"Bucks County, PA",42017,2016,Homicide,13,626399,PA,2.075354526
"Bucks County, PA",42017,2017,Homicide,10,628341,PA,1.591492518
"Bucks County, PA",42017,2018,Homicide,14,628195,PA,2.228607359
"Williamsburg County, SC",45089,2019,Homicide,12,30368,SC,39.51527924
"Grant County, WA",53025,2009,Homicide,10,87340,WA,11.44950767
"Jefferson Parish, LA",22051,2009,Homicide,85,431921,LA,19.67952473
"Jefferson Parish, LA",22051,2010,Homicide,74,432552,LA,17.1077697
"Jefferson Parish, LA",22051,2011,Homicide,72,432640,LA,16.64201183
"Jefferson Parish, LA",22051,2012,Homicide,55,433676,LA,12.68227894
"Jefferson Parish, LA",22051,2013,Homicide,60,434767,LA,13.80049544
"Jefferson Parish, LA",22051,2014,Homicide,52,435716,LA,11.93437927
"Jefferson Parish, LA",22051,2015,Homicide,43,436275,LA,9.856168701
"Jefferson Parish, LA",22051,2016,Homicide,68,436523,LA,15.57764425
"Jefferson Parish, LA",22051,2017,Homicide,61,439036,LA,13.89407702
"Jefferson Parish, LA",22051,2018,Homicide,47,434051,LA,10.82822065
"Jefferson Parish, LA",22051,2019,Homicide,70,432493,LA,16.18523306
"Robeson County, NC",37155,2009,Homicide,33,132984,NC,24.81501534
"Robeson County, NC",37155,2010,Homicide,23,134168,NC,17.14268678
"Robeson County, NC",37155,2011,Homicide,22,135517,NC,16.23412561
"Robeson County, NC",37155,2012,Homicide,34,135496,NC,25.09299168
"Robeson County, NC",37155,2013,Homicide,18,134841,NC,13.34905555
"Robeson County, NC",37155,2014,Homicide,37,134760,NC,27.45621846
"Robeson County, NC",37155,2015,Homicide,33,134197,NC,24.59071365
"Robeson County, NC",37155,2016,Homicide,40,133235,NC,30.02214133
"Robeson County, NC",37155,2017,Homicide,24,132606,NC,18.09872856
"Robeson County, NC",37155,2018,Homicide,32,131831,NC,24.27350168
"Robeson County, NC",37155,2019,Homicide,33,130625,NC,25.26315789
"York County, SC",45091,2009,Homicide,10,223616,SC,4.471951918
"York County, SC",45091,2010,Homicide,11,226073,SC,4.865684978
"York County, SC",45091,2011,Homicide,14,230528,SC,6.073014992
"York County, SC",45091,2012,Homicide,13,234635,SC,5.540520383
"York County, SC",45091,2014,Homicide,11,245346,SC,4.483464169
"York County, SC",45091,2015,Homicide,11,251195,SC,4.379068055
"York County, SC",45091,2016,Homicide,13,258526,SC,5.028507771
"York County, SC",45091,2017,Homicide,12,266439,SC,4.503845158
"York County, SC",45091,2018,Homicide,12,274118,SC,4.377676767
"York County, SC",45091,2019,Homicide,13,280979,SC,4.626680286
"Lake County, FL",12069,2009,Homicide,12,295511,FL,4.060762544
"Lake County, FL",12069,2010,Homicide,13,297052,FL,4.37633815
"Lake County, FL",12069,2011,Homicide,12,301019,FL,3.986459326
"Lake County, FL",12069,2012,Homicide,11,303186,FL,3.628135864
"Lake County, FL",12069,2014,Homicide,14,315690,FL,4.434730273
"Lake County, FL",12069,2015,Homicide,13,325875,FL,3.989259685
"Lake County, FL",12069,2016,Homicide,13,335396,FL,3.876015218
"Lake County, FL",12069,2017,Homicide,21,346017,FL,6.069065971
"Lake County, FL",12069,2018,Homicide,15,356495,FL,4.207632646
"Lake County, FL",12069,2019,Homicide,10,367118,FL,2.72391983
"Rockingham County, NC",37157,2016,Homicide,10,91393,NC,10.94175703
"Rockingham County, NC",37157,2018,Homicide,11,90690,NC,12.12923145
"Cambria County, PA",42021,2013,Homicide,11,140499,PA,7.829237219
"Cambria County, PA",42021,2017,Homicide,11,133054,PA,8.267320035
"Lee County, FL",12071,2009,Homicide,45,612297,FL,7.349374568
"Lee County, FL",12071,2010,Homicide,31,618754,FL,5.010068622
"Lee County, FL",12071,2011,Homicide,40,631330,FL,6.335830707
"Lee County, FL",12071,2012,Homicide,52,645293,FL,8.058354887
"Lee County, FL",12071,2013,Homicide,31,661115,FL,4.689048048
"Lee County, FL",12071,2014,Homicide,36,679513,FL,5.297911887
"Lee County, FL",12071,2015,Homicide,36,701982,FL,5.128336624
"Lee County, FL",12071,2016,Homicide,47,722336,FL,6.506667257
"Lee County, FL",12071,2017,Homicide,38,739224,FL,5.140525741
"Lee County, FL",12071,2018,Homicide,38,754610,FL,5.035713812
"Lee County, FL",12071,2019,Homicide,32,770577,FL,4.152732303
"Dougherty County, GA",13095,2011,Homicide,12,94788,GA,12.65983036
"Dougherty County, GA",13095,2014,Homicide,11,92407,GA,11.9038601
"Dougherty County, GA",13095,2015,Homicide,12,91332,GA,13.13887794
"Dougherty County, GA",13095,2016,Homicide,15,90017,GA,16.66351911
"Dougherty County, GA",13095,2017,Homicide,18,89502,GA,20.11128243
"Dougherty County, GA",13095,2018,Homicide,11,91243,GA,12.05571934
"Dougherty County, GA",13095,2019,Homicide,14,87956,GA,15.91704943
"Lafayette Parish, LA",22055,2009,Homicide,12,219466,LA,5.467817338
"Lafayette Parish, LA",22055,2010,Homicide,16,221578,LA,7.220933486
"Lafayette Parish, LA",22055,2011,Homicide,10,224390,LA,4.456526583
"Lafayette Parish, LA",22055,2012,Homicide,12,227055,LA,5.28506309
"Lafayette Parish, LA",22055,2013,Homicide,11,230845,LA,4.765102125
"Lafayette Parish, LA",22055,2014,Homicide,15,235644,LA,6.36553445
"Lafayette Parish, LA",22055,2015,Homicide,20,240098,LA,8.329931944
"Lafayette Parish, LA",22055,2016,Homicide,22,241398,LA,9.113580063
"Lafayette Parish, LA",22055,2017,Homicide,26,242485,LA,10.72231272
"Lafayette Parish, LA",22055,2018,Homicide,18,242782,LA,7.414058703
"Lafayette Parish, LA",22055,2019,Homicide,19,244390,LA,7.774458857
"Rowan County, NC",37159,2010,Homicide,11,138428,NC,7.946369232
"Rowan County, NC",37159,2013,Homicide,13,138323,NC,9.398292403
"Rowan County, NC",37159,2014,Homicide,12,138630,NC,8.656135036
"Rowan County, NC",37159,2016,Homicide,19,139933,NC,13.57792658
"Rowan County, NC",37159,2017,Homicide,12,140644,NC,8.532180541
"Rowan County, NC",37159,2018,Homicide,15,141262,NC,10.61856692
"Galveston County, TX",48167,2009,Homicide,27,287428,TX,9.393656846
"Galveston County, TX",48167,2010,Homicide,18,291309,TX,6.179005798
"Galveston County, TX",48167,2011,Homicide,15,295747,TX,5.071902674
"Galveston County, TX",48167,2013,Homicide,16,306782,TX,5.215429849
"Galveston County, TX",48167,2014,Homicide,12,314198,TX,3.819247736
"Galveston County, TX",48167,2015,Homicide,18,322225,TX,5.58615874
"Galveston County, TX",48167,2016,Homicide,22,329431,TX,6.67818147
"Galveston County, TX",48167,2017,Homicide,19,335036,TX,5.671032367
"Galveston County, TX",48167,2018,Homicide,33,337890,TX,9.766492054
"Galveston County, TX",48167,2019,Homicide,19,342139,TX,5.553298513
"Smith County, TX",48423,2010,Homicide,10,209714,TX,4.768398867
"Smith County, TX",48423,2012,Homicide,11,214821,TX,5.120542219
"Smith County, TX",48423,2013,Homicide,11,216080,TX,5.090707146
"Smith County, TX",48423,2015,Homicide,10,222936,TX,4.485592278
"Smith County, TX",48423,2016,Homicide,10,225290,TX,4.438723423
"Smith County, TX",48423,2017,Homicide,10,227727,TX,4.391222824
"Smith County, TX",48423,2018,Homicide,12,230221,TX,5.212382884
"Smith County, TX",48423,2019,Homicide,10,232751,TX,4.296436965
"Milwaukee County, WI",55079,2009,Homicide,83,942668,WI,8.804796599
"Milwaukee County, WI",55079,2010,Homicide,103,947735,WI,10.8680169
"Milwaukee County, WI",55079,2011,Homicide,94,952532,WI,9.868434866
"Milwaukee County, WI",55079,2012,Homicide,111,955205,WI,11.62054219
"Milwaukee County, WI",55079,2013,Homicide,114,956023,WI,11.92439931
"Milwaukee County, WI",55079,2014,Homicide,95,956406,WI,9.933020077
"Milwaukee County, WI",55079,2015,Homicide,152,957735,WI,15.87077845
"Milwaukee County, WI",55079,2016,Homicide,164,951448,WI,17.23688525
"Milwaukee County, WI",55079,2017,Homicide,132,952085,WI,13.86430833
"Milwaukee County, WI",55079,2018,Homicide,124,948201,WI,13.07739604
"Milwaukee County, WI",55079,2019,Homicide,126,945726,WI,13.32309781
"Fairfield County, CT",9001,2009,Homicide,22,910421,CT,2.416464471
"Fairfield County, CT",9001,2010,Homicide,37,916829,CT,4.03564896
"Fairfield County, CT",9001,2011,Homicide,30,925899,CT,3.240094222
"Fairfield County, CT",9001,2012,Homicide,60,933835,CT,6.425117928
"Fairfield County, CT",9001,2013,Homicide,20,939904,CT,2.12787689
"Fairfield County, CT",9001,2014,Homicide,22,945438,CT,2.326963799
"Fairfield County, CT",9001,2015,Homicide,24,948053,CT,2.53150404
"Fairfield County, CT",9001,2016,Homicide,19,944177,CT,2.012334552
"Fairfield County, CT",9001,2017,Homicide,27,949921,CT,2.842341626
"Fairfield County, CT",9001,2018,Homicide,17,943823,CT,1.80118518
"Fairfield County, CT",9001,2019,Homicide,25,943332,CT,2.650180424
"Leon County, FL",12073,2009,Homicide,10,273263,FL,3.659478232
"Leon County, FL",12073,2010,Homicide,13,275487,FL,4.718915956
"Leon County, FL",12073,2011,Homicide,17,277971,FL,6.115745887
"Leon County, FL",12073,2012,Homicide,19,283769,FL,6.695586903
"Leon County, FL",12073,2013,Homicide,21,281845,FL,7.450903866
"Leon County, FL",12073,2014,Homicide,17,283988,FL,5.98616843
"Leon County, FL",12073,2015,Homicide,12,286272,FL,4.191817572
"Leon County, FL",12073,2016,Homicide,12,287822,FL,4.169243491
"Leon County, FL",12073,2017,Homicide,17,290292,FL,5.856172406
"Leon County, FL",12073,2018,Homicide,18,292502,FL,6.153804077
"Leon County, FL",12073,2019,Homicide,20,293582,FL,6.812406755
"Douglas County, GA",13097,2015,Homicide,10,140733,GA,7.105653969
"Lafourche Parish, LA",22057,2013,Homicide,10,97141,LA,10.29431445
"King County, WA",53033,2009,Homicide,45,1912012,WA,2.353541714
"King County, WA",53033,2010,Homicide,49,1931249,WA,2.537218142
"King County, WA",53033,2011,Homicide,38,1969722,WA,1.929206253
"King County, WA",53033,2012,Homicide,61,2007440,WA,3.038696051
"King County, WA",53033,2013,Homicide,54,2044449,WA,2.641298462
"King County, WA",53033,2014,Homicide,57,2079967,WA,2.740428093
"King County, WA",53033,2015,Homicide,59,2117125,WA,2.786798134
"King County, WA",53033,2016,Homicide,53,2149970,WA,2.465150677
"King County, WA",53033,2017,Homicide,72,2188649,WA,3.289700633
"King County, WA",53033,2018,Homicide,86,2233163,WA,3.851039982
"King County, WA",53033,2019,Homicide,67,2252782,WA,2.974100468
"Fairbanks North Star Borough, AK",2090,2017,Homicide,15,99703,AK,15.04468271
"Fairbanks North Star Borough, AK",2090,2019,Homicide,10,96849,AK,10.32535184
"Hartford County, CT",9003,2009,Homicide,51,891667,CT,5.71962403
"Hartford County, CT",9003,2010,Homicide,49,894014,CT,5.480898509
"Hartford County, CT",9003,2011,Homicide,40,894705,CT,4.470747341
"Hartford County, CT",9003,2012,Homicide,36,897259,CT,4.012219437
"Hartford County, CT",9003,2013,Homicide,31,898272,CT,3.4510705
"Hartford County, CT",9003,2014,Homicide,43,897985,CT,4.788498694
"Hartford County, CT",9003,2015,Homicide,44,895841,CT,4.911585873
"Hartford County, CT",9003,2016,Homicide,23,892389,CT,2.577351357
"Hartford County, CT",9003,2017,Homicide,42,895388,CT,4.690703918
"Hartford County, CT",9003,2018,Homicide,29,892697,CT,3.248582666
"Hartford County, CT",9003,2019,Homicide,33,891720,CT,3.700713228
"Kitsap County, WA",53035,2015,Homicide,11,260131,WA,4.228638647
"Kitsap County, WA",53035,2017,Homicide,10,266414,WA,3.753556495
"Houston County, AL",1069,2018,Homicide,11,104722,AL,10.50400107
"Houston County, AL",1069,2019,Homicide,10,105882,AL,9.444475926
"Will County, IL",17197,2009,Homicide,32,674970,IL,4.74095145
"Will County, IL",17197,2010,Homicide,20,677560,IL,2.951768109
"Will County, IL",17197,2011,Homicide,19,681545,IL,2.787783639
"Will County, IL",17197,2012,Homicide,32,682518,IL,4.688521035
"Will County, IL",17197,2013,Homicide,21,682829,IL,3.075440557
"Will County, IL",17197,2014,Homicide,19,685419,IL,2.772027037
"Will County, IL",17197,2015,Homicide,22,687263,IL,3.201103508
"Will County, IL",17197,2016,Homicide,27,689529,IL,3.91571638
"Will County, IL",17197,2017,Homicide,24,692661,IL,3.464898414
"Will County, IL",17197,2018,Homicide,19,692310,IL,2.744435296
"Will County, IL",17197,2019,Homicide,33,690743,IL,4.777464267
"Scotland County, NC",37165,2009,Homicide,10,36313,NC,27.53834715
"Clackamas County, OR",41005,2015,Homicide,11,401515,OR,2.739623675
"Chester County, PA",42029,2010,Homicide,11,498886,PA,2.204912545
"Chester County, PA",42029,2015,Homicide,10,515939,PA,1.938213626
"Chester County, PA",42029,2018,Homicide,11,522046,PA,2.107094011
"Rutherford County, TN",47149,2009,Homicide,10,259078,TN,3.859841438
"Rutherford County, TN",47149,2010,Homicide,10,262604,TN,3.80801511
"Rutherford County, TN",47149,2012,Homicide,13,274454,TN,4.736677185
"Rutherford County, TN",47149,2013,Homicide,10,281029,TN,3.558351629
"Rutherford County, TN",47149,2015,Homicide,10,298612,TN,3.348827241
"Rutherford County, TN",47149,2016,Homicide,10,308251,TN,3.244109508
"Rutherford County, TN",47149,2017,Homicide,17,317157,TN,5.360121328
"Rutherford County, TN",47149,2018,Homicide,23,324890,TN,7.079319154
"Rutherford County, TN",47149,2019,Homicide,20,332285,TN,6.018929533
"Livingston Parish, LA",22063,2009,Homicide,11,126230,LA,8.714251763
"Livingston Parish, LA",22063,2016,Homicide,10,140138,LA,7.13582326
"Livingston Parish, LA",22063,2017,Homicide,13,138228,LA,9.40475157
"Livingston Parish, LA",22063,2018,Homicide,12,139567,LA,8.598021022
"Livingston Parish, LA",22063,2019,Homicide,13,140789,LA,9.233675926
"Richmond city, VA",51760,2009,Homicide,28,203678,VA,13.74718919
"Richmond city, VA",51760,2010,Homicide,40,204214,VA,19.58729568
"Richmond city, VA",51760,2011,Homicide,36,205533,VA,17.51543548
"Richmond city, VA",51760,2012,Homicide,36,210309,VA,17.11766971
"Richmond city, VA",51760,2013,Homicide,32,214114,VA,14.94530951
"Richmond city, VA",51760,2014,Homicide,32,217853,VA,14.68880392
"Richmond city, VA",51760,2015,Homicide,38,220289,VA,17.25006696
"Richmond city, VA",51760,2016,Homicide,48,223170,VA,21.50826724
"Richmond city, VA",51760,2017,Homicide,51,227032,VA,22.46379365
"Richmond city, VA",51760,2018,Homicide,40,228783,VA,17.48381654
"Richmond city, VA",51760,2019,Homicide,41,230436,VA,17.79235883
"Jefferson County, AL",1073,2009,Homicide,102,658441,AL,15.4911374
"Jefferson County, AL",1073,2010,Homicide,97,658466,AL,14.7312086
"Jefferson County, AL",1073,2011,Homicide,92,658931,AL,13.96200816
"Jefferson County, AL",1073,2012,Homicide,97,660009,AL,14.69676929
"Jefferson County, AL",1073,2013,Homicide,95,659479,AL,14.40531086
"Jefferson County, AL",1073,2014,Homicide,81,660793,AL,12.2579991
"Jefferson County, AL",1073,2015,Homicide,131,660367,AL,19.83745402
"Jefferson County, AL",1073,2016,Homicide,140,659521,AL,21.22752725
"Jefferson County, AL",1073,2017,Homicide,164,659197,AL,24.878754
"Jefferson County, AL",1073,2018,Homicide,161,659300,AL,24.41983922
"Jefferson County, AL",1073,2019,Homicide,162,658573,AL,24.59863979
"New Haven County, CT",9009,2009,Homicide,30,860025,CT,3.48827069
"New Haven County, CT",9009,2010,Homicide,48,862477,CT,5.565365801
"New Haven County, CT",9009,2011,Homicide,52,861113,CT,6.038696431
"New Haven County, CT",9009,2012,Homicide,39,862813,CT,4.520098793
"New Haven County, CT",9009,2013,Homicide,29,862287,CT,3.363149392
"New Haven County, CT",9009,2014,Homicide,28,861277,CT,3.250986616
"New Haven County, CT",9009,2015,Homicide,37,859470,CT,4.30497865
"New Haven County, CT",9009,2016,Homicide,34,856875,CT,3.967906637
"New Haven County, CT",9009,2017,Homicide,27,860435,CT,3.137947666
"New Haven County, CT",9009,2018,Homicide,26,857620,CT,3.031645717
"New Haven County, CT",9009,2019,Homicide,31,854757,CT,3.626761758
"Manatee County, FL",12081,2009,Homicide,26,320711,FL,8.106987288
"Manatee County, FL",12081,2010,Homicide,18,322833,FL,5.575638178
"Manatee County, FL",12081,2011,Homicide,14,327142,FL,4.279487195
"Manatee County, FL",12081,2012,Homicide,32,333895,FL,9.583851211
"Manatee County, FL",12081,2013,Homicide,13,342106,FL,3.799991815
"Manatee County, FL",12081,2014,Homicide,22,351746,FL,6.2545132
"Manatee County, FL",12081,2015,Homicide,25,363369,FL,6.880058563
"Manatee County, FL",12081,2016,Homicide,25,375888,FL,6.650917295
"Manatee County, FL",12081,2017,Homicide,20,385571,FL,5.187112101
"Manatee County, FL",12081,2018,Homicide,20,394855,FL,5.065150498
